ID,Entity,Label
59,RHIC,FACILITY
60,Jefferson Laboratory,FACILITY
60,LHCb experiment,EXPERIMENT
60,pp collisions,COLLISION
60,neutrino,PARTICLE
60,13.6 TeV,ENERGY
60,LHCb,DETECTOR
60,CDF,DETECTOR
60,LHC,FACILITY
61,nucleus-nucleus collisions,COLLISION
61,Belle II experiment,EXPERIMENT
61,dark matter,PARTICLE
61,Belle II,DETECTOR
61,1.96 TeV,ENERGY
61,100 TeV,ENERGY
61,ALICE,DETECTOR
61,HERA,FACILITY
62,deep-inelastic scattering,COLLISION
62,Large Hadron Collider,FACILITY
62,BaBar experiment,EXPERIMENT
62,tau lepton,PARTICLE
62,HERA-B,DETECTOR
62,BaBar,DETECTOR
62,7 TeV,ENERGY
62,HERA,FACILITY
63,Xe-Xe collisions,COLLISION
63,T2K experiment,EXPERIMENT
63,stop squark,PARTICLE
63,Tevatron,FACILITY
63,14 TeV,ENERGY
63,TOTEM,DETECTOR
63,T2K,DETECTOR
64,MicroBooNE experiment,EXPERIMENT
64,Au-Au collisions,COLLISION
64,strange quark,PARTICLE
64,MicroBooNE,DETECTOR
64,SuperKEKB,FACILITY
64,8 TeV,ENERGY
64,pion,PARTICLE
64,CMS,DETECTOR
64,KEK,FACILITY
65,Brookhaven National Laboratory,FACILITY
65,nucleus-nucleus collisions,COLLISION
65,ALICE experiment,EXPERIMENT
65,tau neutrino,PARTICLE
65,Xi baryon,PARTICLE
65,neutrino,PARTICLE
65,2.76 TeV,ENERGY
65,ALICE,DETECTOR
65,BaBar,DETECTOR
66,nucleus-nucleus collisions,COLLISION
66,D0 experiment,EXPERIMENT
66,tau lepton,PARTICLE
66,6.5 TeV,ENERGY
66,FASER,DETECTOR
66,LHC,FACILITY
66,D0,DETECTOR
67,nucleus-nucleus collisions,COLLISION
67,Large Hadron Collider,FACILITY
67,BaBar experiment,EXPERIMENT
67,neutrino,PARTICLE
67,2.76 TeV,ENERGY
67,BaBar,DETECTOR
67,CDF,DETECTOR
68,SLAC National Accelerator Laboratory,FACILITY
68,proton-antiproton collisions,COLLISION
68,NA62 experiment,EXPERIMENT
68,antiproton,PARTICLE
68,Xi baryon,PARTICLE
68,SND@LHC,DETECTOR
68,100 TeV,ENERGY
68,proton,PARTICLE
68,NA62,DETECTOR
68,LHC,FACILITY
69,NOvA experiment,EXPERIMENT
69,p-Pb collisions,COLLISION
69,bottom quark,PARTICLE
69,10.6 TeV,ENERGY
69,MoEDAL,DETECTOR
69,kaon,PARTICLE
69,NOvA,DETECTOR
69,RHIC,FACILITY
70,ion-ion collisions,COLLISION
70,ALICE experiment,EXPERIMENT
70,muon neutrino,PARTICLE
70,neutrino,PARTICLE
70,1.96 TeV,ENERGY
70,ALICE,DETECTOR
70,muon,PARTICLE
70,CERN,FACILITY
70,CDF,DETECTOR
71,ALICE experiment,EXPERIMENT
71,Xe-Xe collisions,COLLISION
71,strange quark,PARTICLE
71,10.6 TeV,ENERGY
71,KLOE-2,DETECTOR
71,ALICE,DETECTOR
71,RHIC,FACILITY
72,CMS experiment,EXPERIMENT
72,pp collisions,COLLISION
72,stop squark,PARTICLE
72,Belle II,DETECTOR
72,0.9 TeV,ENERGY
72,DESY,FACILITY
72,CMS,DETECTOR
73,Brookhaven National Laboratory,FACILITY
73,heavy-ion collisions,COLLISION
73,KLOE-2 experiment,EXPERIMENT
73,MicroBooNE,DETECTOR
73,3.5 TeV,ENERGY
73,photon,PARTICLE
73,KLOE-2,DETECTOR
74,ion-ion collisions,COLLISION
74,ATLAS experiment,EXPERIMENT
74,charm quark,PARTICLE
74,3.5 TeV,ENERGY
74,ATLAS,DETECTOR
74,LHCb,DETECTOR
74,CERN,FACILITY
74,LHC,FACILITY
75,deep-inelastic scattering,COLLISION
75,Jefferson Laboratory,FACILITY
75,D0 experiment,EXPERIMENT
75,antiproton,PARTICLE
75,proton,PARTICLE
75,KLOE-2,DETECTOR
75,7 TeV,ENERGY
75,D0,DETECTOR
76,ALICE experiment,EXPERIMENT
76,Au-Au collisions,COLLISION
76,B meson,PARTICLE
76,100 TeV,ENERGY
76,HERA-B,DETECTOR
76,ALICE,DETECTOR
76,HERA,FACILITY
76,LEP,FACILITY
77,proton-antiproton collisions,COLLISION
77,electron neutrino,PARTICLE
77,NOvA experiment,EXPERIMENT
77,antiproton,PARTICLE
77,neutrino,PARTICLE
77,electron,PARTICLE
77,Tevatron,FACILITY
77,900 GeV,ENERGY
77,proton,PARTICLE
77,NOvA,DETECTOR
77,T2K,DETECTOR
78,Xe-Xe collisions,COLLISION
78,T2K experiment,EXPERIMENT
78,Lambda baryon,PARTICLE
78,1.96 TeV,ENERGY
78,W boson,PARTICLE
78,LHCb,DETECTOR
78,T2K,DETECTOR
78,KEK,FACILITY
78,LHC,FACILITY
79,D0 experiment,EXPERIMENT
79,pp collisions,COLLISION
79,charm quark,PARTICLE
79,13 TeV,ENERGY
79,NOvA,DETECTOR
79,LHC,FACILITY
79,D0,DETECTOR
80,electron-positron collisions,COLLISION
80,LHCf experiment,EXPERIMENT
80,electron,PARTICLE
80,positron,PARTICLE
80,3.5 TeV,ENERGY
80,photon,PARTICLE
80,LHCf,DETECTOR
80,CDF,DETECTOR
80,LEP,FACILITY
80,LHC,FACILITY
81,nucleus-nucleus collisions,COLLISION
81,COMPASS experiment,EXPERIMENT
81,COMPASS,DETECTOR
81,0.9 TeV,ENERGY
81,MoEDAL,DETECTOR
81,muon,PARTICLE
81,CERN,FACILITY
82,proton-antiproton collisions,COLLISION
82,heavy-ion collisions,COLLISION
82,T2K experiment,EXPERIMENT
82,antiproton,PARTICLE
82,100 TeV,ENERGY
82,proton,PARTICLE
82,muon,PARTICLE
82,LHCf,DETECTOR
82,DESY,FACILITY
82,T2K,DETECTOR
82,LHC,FACILITY
83,proton-antiproton collisions,COLLISION
83,deep-inelastic scattering,COLLISION
83,LHCf experiment,EXPERIMENT
83,antiproton,PARTICLE
83,900 GeV,ENERGY
83,proton,PARTICLE
83,HERA-B,DETECTOR
83,LHCf,DETECTOR
83,RHIC,FACILITY
83,HERA,FACILITY
83,LHC,FACILITY
84,BaBar experiment,EXPERIMENT
84,pp collisions,COLLISION
84,Omega baryon,PARTICLE
84,10.6 TeV,ENERGY
84,TOTEM,DETECTOR
84,BaBar,DETECTOR
84,CERN,FACILITY
85,Pb-Pb collisions,COLLISION
85,T2K experiment,EXPERIMENT
85,Omega baryon,PARTICLE
85,14 TeV,ENERGY
85,LHCb,DETECTOR
85,CERN,FACILITY
85,T2K,DETECTOR
85,LHC,FACILITY
86,nucleus-nucleus collisions,COLLISION
86,electron neutrino,PARTICLE
86,TOTEM experiment,EXPERIMENT
86,neutrino,PARTICLE
86,electron,PARTICLE
86,1.96 TeV,ENERGY
86,10.6 TeV,ENERGY
86,TOTEM,DETECTOR
86,BaBar,DETECTOR
86,SPS,FACILITY
87,electron-positron collisions,COLLISION
87,T2K experiment,EXPERIMENT
87,antiproton,PARTICLE
87,electron,PARTICLE
87,positron,PARTICLE
87,1.96 TeV,ENERGY
87,proton,PARTICLE
87,NOvA,DETECTOR
87,DESY,FACILITY
87,T2K,DETECTOR
88,D0 experiment,EXPERIMENT
88,pp collisions,COLLISION
88,bottom quark,PARTICLE
88,SuperKEKB,FACILITY
88,200 GeV,ENERGY
88,NA62,DETECTOR
88,KEK,FACILITY
88,D0,DETECTOR
89,MicroBooNE experiment,EXPERIMENT
89,Pb-Pb collisions,COLLISION
89,muon neutrino,PARTICLE
89,MicroBooNE,DETECTOR
89,neutrino,PARTICLE
89,electron,PARTICLE
89,6.5 TeV,ENERGY
89,KLOE-2,DETECTOR
89,muon,PARTICLE
89,LHC,FACILITY
90,Belle II experiment,EXPERIMENT
90,p-Pb collisions,COLLISION
90,muon neutrino,PARTICLE
90,neutrino,PARTICLE
90,Belle II,DETECTOR
90,200 GeV,ENERGY
90,ATLAS,DETECTOR
90,muon,PARTICLE
90,RHIC,FACILITY
91,Jefferson Laboratory,FACILITY
91,KLOE-2 experiment,EXPERIMENT
91,Au-Au collisions,COLLISION
91,neutrino,PARTICLE
91,0.9 TeV,ENERGY
91,KLOE-2,DETECTOR
91,BaBar,DETECTOR
92,proton-proton collisions,COLLISION
92,Jefferson Laboratory,FACILITY
92,SND@LHC experiment,EXPERIMENT
92,5.02 TeV,ENERGY
92,Z boson,PARTICLE
92,SND@LHC,DETECTOR
92,COMPASS,DETECTOR
92,proton,PARTICLE
92,LHC,FACILITY
93,Large Hadron Collider,FACILITY
93,heavy-ion collisions,COLLISION
93,CDF experiment,EXPERIMENT
93,dark matter,PARTICLE
93,200 GeV,ENERGY
93,BaBar,DETECTOR
93,CDF,DETECTOR
94,ion-ion collisions,COLLISION
94,TOTEM experiment,EXPERIMENT
94,muon neutrino,PARTICLE
94,Omega baryon,PARTICLE
94,neutrino,PARTICLE
94,Fermilab,FACILITY
94,100 TeV,ENERGY
94,TOTEM,DETECTOR
94,BaBar,DETECTOR
94,muon,PARTICLE
95,NA62 experiment,EXPERIMENT
95,p-Pb collisions,COLLISION
95,8 TeV,ENERGY
95,muon,PARTICLE
95,NA62,DETECTOR
95,KEK,FACILITY
96,nucleus-nucleus collisions,COLLISION
96,NOvA experiment,EXPERIMENT
96,dark matter,PARTICLE
96,Fermilab,FACILITY
96,14 TeV,ENERGY
96,NOvA,DETECTOR
96,CDF,DETECTOR
97,deep-inelastic scattering,COLLISION
97,FASER experiment,EXPERIMENT
97,tau neutrino,PARTICLE
97,neutrino,PARTICLE
97,Tevatron,FACILITY
97,COMPASS,DETECTOR
97,6.5 TeV,ENERGY
97,FASER,DETECTOR
98,MoEDAL experiment,EXPERIMENT
98,pp collisions,COLLISION
98,chargino,PARTICLE
98,Fermilab,FACILITY
98,200 GeV,ENERGY
98,MoEDAL,DETECTOR
98,HERA-B,DETECTOR
98,HERA,FACILITY
99,Jefferson Laboratory,FACILITY
99,Pb-Pb collisions,COLLISION
99,T2K experiment,EXPERIMENT
99,strange quark,PARTICLE
99,ALICE,DETECTOR
99,8 TeV,ENERGY
99,T2K,DETECTOR
100,electron-positron collisions,COLLISION
100,FASER experiment,EXPERIMENT
100,electron,PARTICLE
100,positron,PARTICLE
100,1.96 TeV,ENERGY
100,ALICE,DETECTOR
100,FASER,DETECTOR
100,muon,PARTICLE
100,KEK,FACILITY
101,Jefferson Laboratory,FACILITY
101,heavy-ion collisions,COLLISION
101,ATLAS experiment,EXPERIMENT
101,charm quark,PARTICLE
101,KLOE-2,DETECTOR
101,13 TeV,ENERGY
101,ATLAS,DETECTOR
102,nucleus-nucleus collisions,COLLISION
102,FASER experiment,EXPERIMENT
102,top quark,PARTICLE
102,900 GeV,ENERGY
102,HERA-B,DETECTOR
102,FASER,DETECTOR
102,HERA,FACILITY
102,LEP,FACILITY
103,electron-positron collisions,COLLISION
103,TOTEM experiment,EXPERIMENT
103,neutralino,PARTICLE
103,electron,PARTICLE
103,positron,PARTICLE
103,Fermilab,FACILITY
103,13.6 TeV,ENERGY
103,HERA-B,DETECTOR
103,TOTEM,DETECTOR
103,pion,PARTICLE
103,HERA,FACILITY
104,p-Pb collisions,COLLISION
104,D0 experiment,EXPERIMENT
104,electron,PARTICLE
104,5.02 TeV,ENERGY
104,LHCb,DETECTOR
104,LHC,FACILITY
104,D0,DETECTOR
105,proton-proton collisions,COLLISION
105,MicroBooNE experiment,EXPERIMENT
105,charm quark,PARTICLE
105,MicroBooNE,DETECTOR
105,proton,PARTICLE
105,ALICE,DETECTOR
105,8 TeV,ENERGY
105,SPS,FACILITY
106,MoEDAL experiment,EXPERIMENT
106,p-Pb collisions,COLLISION
106,tau neutrino,PARTICLE
106,neutrino,PARTICLE
106,3.5 TeV,ENERGY
106,MoEDAL,DETECTOR
106,ATLAS,DETECTOR
106,HERA,FACILITY
107,Large Hadron Collider,FACILITY
107,Xe-Xe collisions,COLLISION
107,T2K experiment,EXPERIMENT
107,pp collisions,COLLISION
107,stop squark,PARTICLE
107,ALICE,DETECTOR
107,8 TeV,ENERGY
107,T2K,DETECTOR
107,LHC,FACILITY
108,SLAC National Accelerator Laboratory,FACILITY
108,proton-proton collisions,COLLISION
108,p-Pb collisions,COLLISION
108,T2K experiment,EXPERIMENT
108,Upsilon meson,PARTICLE
108,Belle II,DETECTOR
108,900 GeV,ENERGY
108,proton,PARTICLE
108,T2K,DETECTOR
109,electron-positron collisions,COLLISION
109,D0 experiment,EXPERIMENT
109,electron,PARTICLE
109,positron,PARTICLE
109,6.5 TeV,ENERGY
109,BaBar,DETECTOR
109,KEK,FACILITY
109,D0,DETECTOR
110,electron-positron collisions,COLLISION
110,Belle II experiment,EXPERIMENT
110,electron neutrino,PARTICLE
110,neutrino,PARTICLE
110,electron,PARTICLE
110,positron,PARTICLE
